lang_key,translation_key,translation_text,verified,translated
arb,EIGHTH,الثامن,FALSE,FALSE
en,NINTH,Ninth,FALSE,FALSE
arb,NINTH,التاسع,FALSE,FALSE
en,TENTH,Tenth,FALSE,FALSE
arb,TENTH,العاشر,FALSE,FALSE
en,SECONDS,Seconds,FALSE,FALSE
arb,SECONDS,ثوانٍ,FALSE,FALSE
en,FINANCIALLY_CLOSED,Financially Closed,FALSE,FALSE
arb,FINANCIALLY_CLOSED,مغلق ماليًا,FALSE,FALSE
en,INVOICED,Invoiced,FALSE,FALSE
arb,INVOICED,تمت فوترته,FALSE,FALSE
en,ONGOING,Ongoing,FALSE,FALSE
arb,ONGOING,مستمر,FALSE,FALSE
en,DISCHARGED,Discharged,FALSE,FALSE
arb,DISCHARGED,تم تخريجه,FALSE,FALSE
en,IN_OPERATION,In Operation,FALSE,FALSE
arb,IN_OPERATION,قيد العملية,FALSE,FALSE
en,CONFIRM_RETURN,Confirm Return,FALSE,FALSE
arb,CONFIRM_RETURN,تأكيد الإرجاع,FALSE,FALSE
en,TEMP_DC,Temp Dc,FALSE,FALSE
arb,TEMP_DC,خروج مؤقت,FALSE,FALSE
en,TRIAGE_STARTED,Triage Started,FALSE,FALSE
arb,TRIAGE_STARTED,بدأ الفرز الطبي,FALSE,FALSE
en,SENT_TO_ER,Sent To Er,FALSE,FALSE
arb,SENT_TO_ER,تم إرساله إلى الطوارئ,FALSE,FALSE
en,WAITING_TRIAGE,Waiting Triage,FALSE,FALSE
arb,WAITING_TRIAGE,بانتظار الفرز الطبي,FALSE,FALSE
en,PENDING_PAYMENT,Pending Payment,FALSE,FALSE
arb,PENDING_PAYMENT,بانتظار الدفع,FALSE,FALSE
en,HOSPITAL,Hospital,FALSE,FALSE
arb,HOSPITAL,مستشفى,FALSE,FALSE
en,PARTIAL_CREDIT,Partial Credit,FALSE,FALSE
arb,PARTIAL_CREDIT,رصيد دائن جزئي,FALSE,FALSE
en,LINE_DISCOUNT,Line Discount,FALSE,FALSE
arb,LINE_DISCOUNT,خصم على البند,FALSE,FALSE
en,REDUCE,Reduce,FALSE,FALSE
arb,REDUCE,تخفيض,FALSE,FALSE
en,INCREASE,Increase,FALSE,FALSE
arb,INCREASE,زيادة,FALSE,FALSE
en,ISSUED,Issued,FALSE,FALSE
arb,ISSUED,تم الإصدار,FALSE,FALSE
en,PARTIALLY_PAID,Partially Paid,FALSE,FALSE
arb,PARTIALLY_PAID,مدفوع جزئيًا,FALSE,FALSE
en,POSTED,Posted,FALSE,FALSE
arb,POSTED,تم ترحيله,FALSE,FALSE
en,INSURANCE_CLAIM,Insurance Claim,FALSE,FALSE
arb,INSURANCE_CLAIM,مطالبة تأمينية,FALSE,FALSE
en,MALE,Male,FALSE,FALSE
arb,MALE,ذكر,FALSE,FALSE
en,FEMALE,Female,FALSE,FALSE
arb,FEMALE,أنثى,FALSE,FALSE
en,PUBLIC_HOLIDAY,Public Holiday,FALSE,FALSE
arb,PUBLIC_HOLIDAY,عطلة رسمية,FALSE,FALSE
en,FORMAL_VACATION,Formal Vacation,FALSE,FALSE
arb,FORMAL_VACATION,إجازة رسمية,FALSE,FALSE
en,CLOSURE,Closure,FALSE,FALSE
arb,CLOSURE,إغلاق,FALSE,FALSE
en,DENTIST,Dentist,FALSE,FALSE
arb,DENTIST,طبيب أسنان,FALSE,FALSE
en,MIDWIFE,Midwife,FALSE,FALSE
arb,MIDWIFE,قابلة,FALSE,FALSE
en,ANESTHESIOLOGIST,Anesthesiologist,FALSE,FALSE
arb,ANESTHESIOLOGIST,طبيب تخدير,FALSE,FALSE
en,RADIOLOGIST,Radiologist,FALSE,FALSE
arb,RADIOLOGIST,طبيب أشعة,FALSE,FALSE
en,PATHOLOGIST,Pathologist,FALSE,FALSE
arb,PATHOLOGIST,طبيب علم الأمراض,FALSE,FALSE
en,PHARMACIST,Pharmacist,FALSE,FALSE
arb,PHARMACIST,صيدلي,FALSE,FALSE
en,PHYSICAL_THERAPIST,Physical Therapist,FALSE,FALSE
arb,PHYSICAL_THERAPIST,أخصائي علاج طبيعي,FALSE,FALSE
en,OCCUPATIONAL_THERAPIST,Occupational Therapist,FALSE,FALSE
arb,OCCUPATIONAL_THERAPIST,أخصائي علاج وظيفي,FALSE,FALSE
en,DIETITIAN_NUTRITIONIST,Dietitian Nutritionist,FALSE,FALSE
arb,DIETITIAN_NUTRITIONIST,أخصائي تغذية,FALSE,FALSE
en,PSYCHOLOGIST,Psychologist,FALSE,FALSE
arb,PSYCHOLOGIST,أخصائي علم النفس,FALSE,FALSE
en,PSYCHIATRIST,Psychiatrist,FALSE,FALSE
arb,PSYCHIATRIST,طبيب نفسي,FALSE,FALSE
en,PARAMEDIC_EMS,Paramedic Ems,FALSE,FALSE
arb,PARAMEDIC_EMS,مسعف طوارئ,FALSE,FALSE
en,RESPIRATORY_THERAPIST,Respiratory Therapist,FALSE,FALSE
arb,RESPIRATORY_THERAPIST,أخصائي علاج تنفسي,FALSE,FALSE
en,HOSPITAL_DIRECTOR_CEO,Hospital Director Ceo,FALSE,FALSE
arb,HOSPITAL_DIRECTOR_CEO,مدير المستشفى والرئيس التنفيذي,FALSE,FALSE
en,MEDICAL_DIRECTOR,Medical Director,FALSE,FALSE
arb,MEDICAL_DIRECTOR,المدير الطبي,FALSE,FALSE
en,LAB_TECHNICIAN,Lab Technician,FALSE,FALSE
arb,LAB_TECHNICIAN,فني مختبر,FALSE,FALSE
en,HEAD_OF_DEPARTMENT,Head Of Department,FALSE,FALSE
arb,HEAD_OF_DEPARTMENT,رئيس القسم,FALSE,FALSE
en,ADMINISTRATIVE_OFFICER,Administrative Officer,FALSE,FALSE
arb,ADMINISTRATIVE_OFFICER,مسؤول إداري,FALSE,FALSE
en,MEDICAL_SECRETARY,Medical Secretary,FALSE,FALSE
arb,MEDICAL_SECRETARY,سكرتير طبي,FALSE,FALSE
en,RECEPTIONIST,Receptionist,FALSE,FALSE
arb,RECEPTIONIST,موظف استقبال,FALSE,FALSE
en,PATIENT_RELATIONS_OFFICER,Patient Relations Officer,FALSE,FALSE
arb,PATIENT_RELATIONS_OFFICER,مسؤول علاقات المرضى,FALSE,FALSE
en,HEALTH_INFORMATION_MANAGER,Health Information Manager,FALSE,FALSE
arb,HEALTH_INFORMATION_MANAGER,مدير المعلومات الصحية,FALSE,FALSE
en,BILLING_OFFICER,Billing Officer,FALSE,FALSE
arb,BILLING_OFFICER,مسؤول الفوترة,FALSE,FALSE
en,MEDICAL_CODER,Medical Coder,FALSE,FALSE
arb,MEDICAL_CODER,مرمز طبي,FALSE,FALSE
en,INSURANCE_COORDINATOR,Insurance Coordinator,FALSE,FALSE
arb,INSURANCE_COORDINATOR,منسق التأمين,FALSE,FALSE
en,FINANCIAL_CONTROLLER,Financial Controller,FALSE,FALSE
arb,FINANCIAL_CONTROLLER,مراقب مالي,FALSE,FALSE
en,IT_MANAGER,It Manager,FALSE,FALSE
arb,IT_MANAGER,مدير تقنية المعلومات,FALSE,FALSE
en,HIS_ADMINISTRATOR,His Administrator,FALSE,FALSE
arb,HIS_ADMINISTRATOR,مسؤول نظام المعلومات الصحية,FALSE,FALSE
en,DATABASE_ADMINISTRATOR,Database Administrator,FALSE,FALSE
arb,DATABASE_ADMINISTRATOR,مسؤول قواعد البيانات,FALSE,FALSE
en,CYBERSECURITY_OFFICER,Cybersecurity Officer,FALSE,FALSE
arb,CYBERSECURITY_OFFICER,مسؤول الأمن السيبراني,FALSE,FALSE
en,TECHNICAL_SUPPORT_SPECIALIST,Technical Support Specialist,FALSE,FALSE
arb,TECHNICAL_SUPPORT_SPECIALIST,أخصائي الدعم الفني,FALSE,FALSE
en,MEDICAL_LABORATORY_SCIENTIST,Medical Laboratory Scientist,FALSE,FALSE
arb,MEDICAL_LABORATORY_SCIENTIST,أخصائي مختبرات طبية,FALSE,FALSE
en,RADIOLOGY_TECHNICIAN,Radiology Technician,FALSE,FALSE
arb,RADIOLOGY_TECHNICIAN,فني أشعة,FALSE,FALSE
en,SONOGRAPHER,Sonographer,FALSE,FALSE
arb,SONOGRAPHER,أخصائي التصوير بالموجات فوق الصوتية,FALSE,FALSE
en,PATHOLOGY_ASSISTANT,Pathology Assistant,FALSE,FALSE
arb,PATHOLOGY_ASSISTANT,مساعد علم الأمراض,FALSE,FALSE
en,HOUSEKEEPING_STAFF,Housekeeping Staff,FALSE,FALSE
arb,HOUSEKEEPING_STAFF,موظف خدمات النظافة,FALSE,FALSE
en,SECURITY_OFFICER,Security Officer,FALSE,FALSE
arb,SECURITY_OFFICER,مسؤول أمن,FALSE,FALSE
en,TRANSPORT_STAFF,Transport Staff,FALSE,FALSE
arb,TRANSPORT_STAFF,موظف نقل,FALSE,FALSE
en,SUPPLY_CHAIN_MANAGER,Supply Chain Manager,FALSE,FALSE
arb,SUPPLY_CHAIN_MANAGER,مدير سلسلة التوريد,FALSE,FALSE
en,BIOMEDICAL_ENGINEER,Biomedical Engineer,FALSE,FALSE
arb,BIOMEDICAL_ENGINEER,مهندس أجهزة طبية حيوية,FALSE,FALSE
en,MEDICAL_RESEARCHER,Medical Researcher,FALSE,FALSE
arb,MEDICAL_RESEARCHER,باحث طبي,FALSE,FALSE
en,MEDICAL_EDUCATOR,Medical Educator,FALSE,FALSE
arb,MEDICAL_EDUCATOR,مثقف صحي,FALSE,FALSE
en,CLINICAL_TRIALS_COORDINATOR,Clinical Trials Coordinator,FALSE,FALSE
arb,CLINICAL_TRIALS_COORDINATOR,منسق التجارب السريرية,FALSE,FALSE
en,PUBLIC_HEALTH_OFFICER,Public Health Officer,FALSE,FALSE
arb,PUBLIC_HEALTH_OFFICER,مسؤول الصحة العامة,FALSE,FALSE
en,COMMUNITY_HEALTH_WORKER,Community Health Worker,FALSE,FALSE
arb,COMMUNITY_HEALTH_WORKER,عامل صحة مجتمعية,FALSE,FALSE
en,SOCIAL_WORKER,Social Worker,FALSE,FALSE
arb,SOCIAL_WORKER,أخصائي اجتماعي,FALSE,FALSE
en,DOCTOR,Doctor,FALSE,FALSE
arb,DOCTOR,طبيب,FALSE,FALSE
en,PATIENT_RECEIVABLE,Patient Receivable,FALSE,FALSE
arb,PATIENT_RECEIVABLE,ذمم المرضى المدينة,FALSE,FALSE
en,REVENUE,Revenue,FALSE,FALSE
arb,REVENUE,الإيرادات,FALSE,FALSE
en,LIABILITY,Liability,FALSE,FALSE
arb,LIABILITY,الالتزامات,FALSE,FALSE
en,PATIENT_PAYABLE,Patient Payable,FALSE,FALSE
arb,PATIENT_PAYABLE,ذمم المرضى الدائنة,FALSE,FALSE
en,INSURANCE_RECEIVABLE,Insurance Receivable,FALSE,FALSE
arb,INSURANCE_RECEIVABLE,المبالغ المستحقة من شركات التأمين,FALSE,FALSE
en,MILLIGRAM,Milligram,FALSE,FALSE
arb,MILLIGRAM,مليغرام,FALSE,FALSE
en,GRAM,Gram,FALSE,FALSE
arb,GRAM,غرام,FALSE,FALSE
en,KILOGRAM,Kilogram,FALSE,FALSE
arb,KILOGRAM,كيلوغرام,FALSE,FALSE
en,NANOGRAM,Nanogram,FALSE,FALSE
arb,NANOGRAM,نانوجرام,FALSE,FALSE
en,PICOGRAM,Picogram,FALSE,FALSE
arb,PICOGRAM,بيكوجرام,FALSE,FALSE
en,MILLIGRAM_PER_MILLILITER,Milligram Per Milliliter,FALSE,FALSE
arb,MILLIGRAM_PER_MILLILITER,مليغرام لكل مليلتر,FALSE,FALSE
en,NANOGRAM_PER_MILLILITER,Nanogram Per Milliliter,FALSE,FALSE
arb,NANOGRAM_PER_MILLILITER,نانوجرام لكل مليلتر,FALSE,FALSE
en,PICOGRAM_PER_MILLILITER,Picogram Per Milliliter,FALSE,FALSE
arb,PICOGRAM_PER_MILLILITER,بيكوجرام لكل مليلتر,FALSE,FALSE
en,GRAM_PER_LITER,Gram Per Liter,FALSE,FALSE
arb,GRAM_PER_LITER,غرام لكل لتر,FALSE,FALSE
en,MICROGRAM_PER_MILLILITER,Microgram Per Milliliter,FALSE,FALSE
arb,MICROGRAM_PER_MILLILITER,ميكروغرام لكل مليلتر,FALSE,FALSE
en,MILLIGRAM_PER_DECILITER,Milligram Per Deciliter,FALSE,FALSE
arb,MILLIGRAM_PER_DECILITER,مليغرام لكل ديسيلتر,FALSE,FALSE
en,MILLIGRAM_PER_LITER,Milligram Per Liter,FALSE,FALSE
arb,MILLIGRAM_PER_LITER,مليغرام لكل لتر,FALSE,FALSE
en,NANOGRAM_PER_LITER,Nanogram Per Liter,FALSE,FALSE
arb,NANOGRAM_PER_LITER,نانوجرام لكل لتر,FALSE,FALSE
en,MILLIMOLE_PER_LITER,Millimole Per Liter,FALSE,FALSE
arb,MILLIMOLE_PER_LITER,مليمول لكل لتر,FALSE,FALSE
en,MOLE_PER_LITER,Mole Per Liter,FALSE,FALSE
arb,MOLE_PER_LITER,مول لكل لتر,FALSE,FALSE
en,NANOMOLE_PER_LITER,Nanomole Per Liter,FALSE,FALSE
arb,NANOMOLE_PER_LITER,نانومول لكل لتر,FALSE,FALSE
en,PICOMOLE_PER_LITER,Picomole Per Liter,FALSE,FALSE
arb,PICOMOLE_PER_LITER,بيكومول لكل لتر,FALSE,FALSE
en,UNIT_PER_LITER,Unit Per Liter,FALSE,FALSE
arb,UNIT_PER_LITER,وحدة لكل لتر,FALSE,FALSE
en,INTERNATIONAL_UNIT_PER_LITER,International Unit Per Liter,FALSE,FALSE
arb,INTERNATIONAL_UNIT_PER_LITER,وحدة دولية لكل لتر,FALSE,FALSE
en,INTERNATIONAL_UNIT_PER_MILLILITER,International Unit Per Milliliter,FALSE,FALSE
arb,INTERNATIONAL_UNIT_PER_MILLILITER,وحدة دولية لكل مليلتر,FALSE,FALSE
en,KATAL_PER_LITER,Katal Per Liter,FALSE,FALSE
arb,KATAL_PER_LITER,كاتال لكل لتر,FALSE,FALSE
en,CELLS_PER_LITER,Cells Per Liter,FALSE,FALSE
arb,CELLS_PER_LITER,خلية لكل لتر,FALSE,FALSE
en,GRAM_PER_LITER_ABBREVIATED,Gram Per Liter Abbreviated,FALSE,FALSE
arb,GRAM_PER_LITER_ABBREVIATED,غرام لكل لتر,FALSE,FALSE
en,MILLIMETER_OF_MERCURY,Millimeter Of Mercury,FALSE,FALSE
arb,MILLIMETER_OF_MERCURY,ملليمتر زئبق,FALSE,FALSE
en,KILOPASCAL,Kilopascal,FALSE,FALSE
arb,KILOPASCAL,كيلوباسكال,FALSE,FALSE
en,MILLIEQUIVALENT_PER_LITER,Milliequivalent Per Liter,FALSE,FALSE
arb,MILLIEQUIVALENT_PER_LITER,ملي مكافئ لكل لتر,FALSE,FALSE
en,MILLIOSMOLAL_PER_KILOGRAM,Milliosmolal Per Kilogram,FALSE,FALSE
arb,MILLIOSMOLAL_PER_KILOGRAM,ميلي أسمول لكل كيلوغرام,FALSE,FALSE
en,MILLIOSMOLAL_PER_LITER,Milliosmolal Per Liter,FALSE,FALSE
arb,MILLIOSMOLAL_PER_LITER,ميلي أسمول لكل لتر,FALSE,FALSE
en,NANOGRAM_PER_DECILITER,Nanogram Per Deciliter,FALSE,FALSE
arb,NANOGRAM_PER_DECILITER,نانوجرام لكل ديسيلتر,FALSE,FALSE
en,COLONY_FORMING_UNIT_PER_ML,Colony Forming Unit Per Ml,FALSE,FALSE
arb,COLONY_FORMING_UNIT_PER_ML,وحدة تكوين المستعمرات لكل مليلتر,FALSE,FALSE
en,CELLS_PER_HIGH_POWER_FIELD,Cells Per High Power Field,FALSE,FALSE
arb,CELLS_PER_HIGH_POWER_FIELD,خلايا لكل مجال قوة عالٍ,FALSE,FALSE
en,SPECIFIC_GRAVITY,Specific Gravity,FALSE,FALSE
arb,SPECIFIC_GRAVITY,الكثافة النوعية,FALSE,FALSE
en,ARBITRARY_UNITS,Arbitrary Units,FALSE,FALSE
arb,ARBITRARY_UNITS,وحدات اعتباطية,FALSE,FALSE
en,MICROGRAM,Microgram,FALSE,FALSE
arb,MICROGRAM,ميكروغرام,FALSE,FALSE
en,MICROGRAM_PER_DECILITER,Microgram Per Deciliter,FALSE,FALSE
arb,MICROGRAM_PER_DECILITER,ميكروغرام لكل ديسيلتر,FALSE,FALSE
en,MICROMOLE_PER_LITER,Micromole Per Liter,FALSE,FALSE
arb,MICROMOLE_PER_LITER,ميكرومول لكل لتر,FALSE,FALSE
en,CELLS_PER_MICROLITER,Cells Per Microliter,FALSE,FALSE
arb,CELLS_PER_MICROLITER,خلايا لكل ميكرولتر,FALSE,FALSE
en,MILLION_PER_MICROLITER,Million Per Microliter,FALSE,FALSE
arb,MILLION_PER_MICROLITER,مليون لكل ميكرولتر,FALSE,FALSE
en,MICROGRAM_PER_LITER,Microgram Per Liter,FALSE,FALSE
arb,MICROGRAM_PER_LITER,ميكروغرام لكل لتر,FALSE,FALSE
en,DEGREE_CELSIUS,Degree Celsius,FALSE,FALSE
arb,DEGREE_CELSIUS,درجة مئوية,FALSE,FALSE
en,MILLILITER,Milliliter,FALSE,FALSE
arb,MILLILITER,مليلتر,FALSE,FALSE
en,NO_UNIT,No Unit,FALSE,FALSE
arb,NO_UNIT,بدون وحدة,FALSE,FALSE
en,TWICE_DAILY,Twice Daily,FALSE,FALSE
arb,TWICE_DAILY,مرتين يوميًا,FALSE,FALSE
en,FOUR_TIMES_DAILY,Four Times Daily,FALSE,FALSE
arb,FOUR_TIMES_DAILY,أربع مرات يوميًا,FALSE,FALSE
en,EVERY_4_HOURS,Every 4 Hours,FALSE,FALSE
arb,EVERY_4_HOURS,كل 4 ساعات,FALSE,FALSE
en,EVERY_8_HOURS,Every 8 Hours,FALSE,FALSE
arb,EVERY_8_HOURS,كل 8 ساعات,FALSE,FALSE
en,AS_NEEDED,As Needed,FALSE,FALSE
arb,AS_NEEDED,عند الحاجة,FALSE,FALSE
en,AT_BEDTIME,At Bedtime,FALSE,FALSE
arb,AT_BEDTIME,قبل النوم,FALSE,FALSE
en,EVERY_EVENING,Every Evening,FALSE,FALSE
arb,EVERY_EVENING,كل مساء,FALSE,FALSE
en,EVERY_4_TO_6_HOURS,Every 4 To 6 Hours,FALSE,FALSE
arb,EVERY_4_TO_6_HOURS,كل 4 إلى 6 ساعات,FALSE,FALSE
en,EVERY_OTHER_DAY,Every Other Day,FALSE,FALSE
arb,EVERY_OTHER_DAY,يومًا بعد يوم,FALSE,FALSE
en,ONCE_DAILY,Once Daily,FALSE,FALSE
arb,ONCE_DAILY,مرة واحدة يوميًا,FALSE,FALSE
en,THREE_TIMES_DAILY,Three Times Daily,FALSE,FALSE
arb,THREE_TIMES_DAILY,ثلاث مرات يوميًا,FALSE,FALSE
en,EVERY_MORNING,Every Morning,FALSE,FALSE
arb,EVERY_MORNING,كل صباح,FALSE,FALSE
en,BEFORE_MEALS,Before Meals,FALSE,FALSE
arb,BEFORE_MEALS,قبل الوجبات,FALSE,FALSE
en,AFTER_MEALS,After Meals,FALSE,FALSE
arb,AFTER_MEALS,بعد الوجبات,FALSE,FALSE
en,WITH_FOOD,With Food,FALSE,FALSE
arb,WITH_FOOD,مع الطعام,FALSE,FALSE
en,ON_EMPTY_STOMACH,On Empty Stomach,FALSE,FALSE
arb,ON_EMPTY_STOMACH,على معدة فارغة,FALSE,FALSE
en,AS_NEEDED_EVERY_4_TO_6_HOURS,As Needed Every 4 To 6 Hours,FALSE,FALSE
arb,AS_NEEDED_EVERY_4_TO_6_HOURS,عند الحاجة كل 4 إلى 6 ساعات,FALSE,FALSE
en,DIVIDED_DOSES,Divided Doses,FALSE,FALSE
arb,DIVIDED_DOSES,جرعات مقسمة,FALSE,FALSE
en,TITRATE_AS_DIRECTED,Titrate As Directed,FALSE,FALSE
arb,TITRATE_AS_DIRECTED,تعديل الجرعة حسب التوجيهات,FALSE,FALSE
en,ADJUSTED_INTERVAL,Adjusted Interval,FALSE,FALSE
arb,ADJUSTED_INTERVAL,فاصل زمني معدل,FALSE,FALSE
en,AFTER_DIALYSIS,After Dialysis,FALSE,FALSE
arb,AFTER_DIALYSIS,بعد غسيل الكلى,FALSE,FALSE
en,ONCE,Once,FALSE,FALSE
arb,ONCE,مرة واحدة,FALSE,FALSE
en,TAPER_AS_DIRECTED,Taper As Directed,FALSE,FALSE
arb,TAPER_AS_DIRECTED,تقليل الجرعة تدريجيًا حسب التوجيهات,FALSE,FALSE
en,WEEKLY,Weekly,FALSE,FALSE
arb,WEEKLY,أسبوعيًا,FALSE,FALSE
en,EVERY_2_WEEKS,Every 2 Weeks,FALSE,FALSE
arb,EVERY_2_WEEKS,كل أسبوعين,FALSE,FALSE
en,EVERY_2_TO_3_HOURS,Every 2 To 3 Hours,FALSE,FALSE
arb,EVERY_2_TO_3_HOURS,كل 2 إلى 3 ساعات,FALSE,FALSE
en,EVERY_24_HOURS,Every 24 Hours,FALSE,FALSE
arb,EVERY_24_HOURS,كل 24 ساعة,FALSE,FALSE
en,EVERY_48_HOURS,Every 48 Hours,FALSE,FALSE
arb,EVERY_48_HOURS,كل 48 ساعة,FALSE,FALSE
en,EVERY_72_HOURS,Every 72 Hours,FALSE,FALSE
arb,EVERY_72_HOURS,كل 72 ساعة,FALSE,FALSE
en,AS_DIRECTED,As Directed,FALSE,FALSE
arb,AS_DIRECTED,حسب التوجيهات,FALSE,FALSE
en,CONTINUOUS_INFUSION,Continuous Infusion,FALSE,FALSE
arb,CONTINUOUS_INFUSION,تسريب مستمر,FALSE,FALSE
en,CPT_CODES,CPT Codes,FALSE,FALSE
arb,CPT_CODES,رموز CPT,FALSE,FALSE
en,ICD10_CODES,ICD10 Codes,FALSE,FALSE
arb,ICD10_CODES,رموز ICD-10,FALSE,FALSE
en,LOINC_CODES,LOINC Codes,FALSE,FALSE
arb,LOINC_CODES,رموز LOINC,FALSE,FALSE
en,DRUG_ORDER,Drug Order,FALSE,FALSE
arb,DRUG_ORDER,طلب دواء,FALSE,FALSE
en,DIAGNOSTICS_RESULT,Diagnostics Result,FALSE,FALSE
arb,DIAGNOSTICS_RESULT,نتيجة التشخيص,FALSE,FALSE
en,DENTAL_CARE,Dental Care,FALSE,FALSE
arb,DENTAL_CARE,رعاية الأسنان,FALSE,FALSE
en,DOCTOR_ROUND,Doctor Round,FALSE,FALSE
arb,DOCTOR_ROUND,جولة الطبيب,FALSE,FALSE
en,DAY_CASE,Day Case,FALSE,FALSE
arb,DAY_CASE,حالة يومية,FALSE,FALSE
en,BEDSIDE_PROCEDURES_REQUEST,Bedside Procedures Request,FALSE,FALSE
arb,BEDSIDE_PROCEDURES_REQUEST,طلب إجراءات بجانب سرير المريض,FALSE,FALSE
en,RISK_ASSESSMENTS,Risk Assessments,FALSE,FALSE
arb,RISK_ASSESSMENTS,تقييمات المخاطر,FALSE,FALSE
en,NUTRITION_STATE_ASSESSMENT,Nutrition State Assessment,FALSE,FALSE
arb,NUTRITION_STATE_ASSESSMENT,تقييم الحالة الغذائية,FALSE,FALSE
en,PHYSICIAN_ORDER_SUMMARY,Physician Order Summary,FALSE,FALSE
arb,PHYSICIAN_ORDER_SUMMARY,ملخص أوامر الطبيب,FALSE,FALSE
en,CARE_PLAN_AND_GOALS,Care Plan And Goals,FALSE,FALSE
arb,CARE_PLAN_AND_GOALS,خطة الرعاية والأهداف,FALSE,FALSE
en,PREGNANCY_FOLLOW_UP,Pregnancy Follow Up,FALSE,FALSE
arb,PREGNANCY_FOLLOW_UP,متابعة الحمل,FALSE,FALSE
en,MORSE_FALL_SCALE,Morse Fall Scale,FALSE,FALSE
arb,MORSE_FALL_SCALE,مقياس مورسي للسقوط,FALSE,FALSE
en,HENDRICH_FALL_RISK,Hendrich Fall Risk,FALSE,FALSE
arb,HENDRICH_FALL_RISK,تقييم خطر السقوط وفق مقياس هندريش,FALSE,FALSE
en,JOHNS_HOPKINS_FALL_RISK_ASSESSMENT_TOOL,Johns Hopkins Fall Risk Assessment Tool,FALSE,FALSE
arb,JOHNS_HOPKINS_FALL_RISK_ASSESSMENT_TOOL,أداة جونز هوبكنز لتقييم خطر السقوط,FALSE,FALSE
en,BRADEN_SCALE_FOR_PRESSURE_ULCER,Braden Scale For Pressure Ulcer,FALSE,FALSE
arb,BRADEN_SCALE_FOR_PRESSURE_ULCER,مقياس برادن لقرحة الضغط,FALSE,FALSE
en,GLASGOW_COMA_SCALE,Glasgow Coma Scale,FALSE,FALSE
arb,GLASGOW_COMA_SCALE,مقياس غلاسكو للغيبوبة,FALSE,FALSE
en,VTE_RISK_ASSESSMENT,VTE Risk Assessment,FALSE,FALSE
arb,VTE_RISK_ASSESSMENT,تقييم خطر الجلطات الوريدية الخثارية,FALSE,FALSE
en,IV_FLUID_ADMINISTRATION,Iv Fluid Administration,FALSE,FALSE
arb,IV_FLUID_ADMINISTRATION,إعطاء السوائل الوريدية,FALSE,FALSE
en,GYNECOLOGY,Gynecology,FALSE,FALSE
arb,GYNECOLOGY,أمراض النساء,FALSE,FALSE
en,SPEECH_THERAPY,Speech Therapy,FALSE,FALSE
arb,SPEECH_THERAPY,علاج النطق,FALSE,FALSE
en,REHABILITATION_PLAN,Rehabilitation Plan,FALSE,FALSE
arb,REHABILITATION_PLAN,خطة إعادة التأهيل,FALSE,FALSE
en,PHYSIOTHERAPY_PLAN,Physiotherapy Plan,FALSE,FALSE
arb,PHYSIOTHERAPY_PLAN,خطة العلاج الطبيعي,FALSE,FALSE
en,MEDICATION_ADMINISTRATION_RECORD,Medication Administration Record,FALSE,FALSE
arb,MEDICATION_ADMINISTRATION_RECORD,سجل إعطاء الأدوية,FALSE,FALSE
en,CONTINUOUS_OBSERVATIONS,Continuous Observations,FALSE,FALSE
arb,CONTINUOUS_OBSERVATIONS,المراقبة المستمرة,FALSE,FALSE
en,DIALYSIS_REQUEST,Dialysis Request,FALSE,FALSE
arb,DIALYSIS_REQUEST,طلب غسيل الكلى,FALSE,FALSE
en,SLIDING_SCALE,Sliding Scale,FALSE,FALSE
arb,SLIDING_SCALE,مقياس الجرعات المتدرجة,FALSE,FALSE
en,POINT_OF_CARE_TESTS,Point Of Care Tests,FALSE,FALSE
arb,POINT_OF_CARE_TESTS,فحوصات نقطة الرعاية,FALSE,FALSE
en,HOSPITAL_COURSE,Hospital Course,FALSE,FALSE
arb,HOSPITAL_COURSE,مسار الحالة المرضية في المستشفى,FALSE,FALSE
en,CHILD_GROWTH,Child Growth,FALSE,FALSE
arb,CHILD_GROWTH,نمو الطفل,FALSE,FALSE
en,FLACC_NEONATES_PAIN_ASSESSMENT,Flacc Neonates Pain Assessment,FALSE,FALSE
arb,FLACC_NEONATES_PAIN_ASSESSMENT,تقييم ألم حديثي الولادة باستخدام مقياس FLACC,FALSE,FALSE
en,UNIVERSAL_PAIN_ASSESSMENT,Universal Pain Assessment,FALSE,FALSE
arb,UNIVERSAL_PAIN_ASSESSMENT,تقييم الألم الشامل,FALSE,FALSE
en,PATIENT_RESTRAINT,Patient Restraint,FALSE,FALSE
arb,PATIENT_RESTRAINT,تقييد حركة المريض,FALSE,FALSE
en,INFECTION_CONTROL,Infection Control,FALSE,FALSE
arb,INFECTION_CONTROL,مكافحة العدوى,FALSE,FALSE
en,SOFA,SOFA,FALSE,FALSE
arb,SOFA,تقييم فشل الأعضاء المتتابع (SOFA),FALSE,FALSE
en,MEDICAL_CALCULATORS,Medical Calculators,FALSE,FALSE
arb,MEDICAL_CALCULATORS,حاسبات طبية,FALSE,FALSE
en,CPOE_RESULTS_MANAGER,CPOE Results Manager,FALSE,FALSE
arb,CPOE_RESULTS_MANAGER,مدير نتائج أوامر الطبيب المحوسبة (CPOE),FALSE,FALSE
en,ICU,ICU,FALSE,FALSE
arb,ICU,العناية المركزة,FALSE,FALSE
en,PREVIOUS_MEASUREMENTS,Previous Measurements,FALSE,FALSE
